날짜,종가,오픈,고가,저가,변동 %
2016-01-18,1088.90 ,"1,089.51","1,093.26","1,087.25",-0.02%
2016-01-15,1089.10 ,"1,077.94","1,097.59","1,076.18",1.03%
2016-01-14,1078.00 ,"1,093.52","1,095.36","1,071.40",-1.42%
2016-01-13,1093.49 ,"1,087.29","1,095.68","1,079.64",0.59%
2016-01-12,1087.05 ,"1,094.30","1,099.54","1,083.61",-0.66%
2016-01-11,1094.26 ,"1,104.19","1,108.51","1,093.91",-0.90%
2016-01-08,1104.24 ,"1,109.45","1,112.40","1,093.93",-0.45%
2016-01-07,1109.25 ,"1,094.45","1,110.20","1,091.09",1.35%
2016-01-06,1094.45 ,"1,077.55","1,095.45","1,074.70",1.56%
2016-01-05,1077.66 ,"1,074.66","1,082.30","1,072.70",0.28%
2016-01-04,1074.70 ,"1,065.36","1,083.70","1,061.90",1.32%
2016-01-01,1060.74 ,"1,061.21","1,061.41","1,060.74",-0.05%
2015-12-31,1061.30 ,"1,061.38","1,063.68","1,058.38",-0.01%
2015-12-30,1061.45 ,"1,069.38","1,072.85","1,059.55",-0.71%
2015-12-29,1068.99 ,"1,069.20","1,075.79","1,067.29",-0.01%
2015-12-28,1069.05 ,"1,076.00","1,077.15","1,066.30",-0.63%
2015-12-25,1075.88 ,"1,075.88","1,075.88","1,075.88",0.00%
2015-12-24,1075.88 ,"1,070.90","1,077.85","1,070.05",0.52%
2015-12-23,1070.35 ,"1,072.21","1,075.75","1,068.25",-0.19%
2015-12-22,1072.36 ,"1,078.41","1,081.00","1,071.85",-0.56%
2015-12-21,1078.44 ,"1,065.94","1,081.88","1,063.88",1.15%
2015-12-18,1066.19 ,"1,051.72","1,070.79","1,051.05",1.37%
2015-12-17,1051.74 ,"1,072.85","1,073.09","1,047.64",-1.98%
2015-12-16,1072.94 ,"1,060.73","1,078.59","1,060.64",1.15%
2015-12-15,1060.74 ,"1,062.89","1,068.89","1,059.59",-0.20%
2015-12-14,1062.90 ,"1,073.69","1,077.70","1,062.77",-1.12%
2015-12-11,1074.89 ,"1,071.60","1,079.98","1,062.38",0.31%
2015-12-10,1071.54 ,"1,073.21","1,076.46","1,069.70",-0.16%
2015-12-09,1073.21 ,"1,074.74","1,085.60","1,069.59",-0.14%
2015-12-08,1074.69 ,"1,070.49","1,078.85","1,067.63",0.40%
2015-12-07,1070.39 ,"1,086.01","1,087.00","1,070.06",-1.53%
2015-12-04,1086.99 ,"1,062.39","1,089.09","1,058.14",2.30%
2015-12-03,1062.57 ,"1,053.71","1,065.80","1,046.25",0.84%
2015-12-02,1053.69 ,"1,069.49","1,071.55","1,050.63",-1.48%
2015-12-01,1069.49 ,"1,064.55","1,074.72","1,063.38",0.48%
2015-11-30,1064.42 ,"1,057.80","1,068.90","1,053.10",0.53%
2015-11-27,1058.81 ,"1,071.59","1,073.90","1,052.86",-1.25%
2015-11-26,1072.25 ,"1,071.91","1,075.46","1,070.35",0.08%
2015-11-25,1071.39 ,"1,075.55","1,080.85","1,067.75",-0.38%
2015-11-24,1075.49 ,"1,069.24","1,080.89","1,068.99",0.58%
2015-11-23,1069.34 ,"1,077.01","1,077.01","1,067.00",-0.81%
2015-11-20,1078.10 ,"1,082.30","1,087.80","1,075.68",-0.40%
2015-11-19,1082.40 ,"1,071.15","1,086.50","1,069.75",1.05%
2015-11-18,1071.14 ,"1,070.30","1,073.18","1,065.34",0.07%
2015-11-17,1070.37 ,"1,082.86","1,084.82","1,065.59",-1.15%
2015-11-16,1082.85 ,"1,088.14","1,098.29","1,081.32",-0.07%
2015-11-13,1083.64 ,"1,085.05","1,088.29","1,080.04",-0.13%
2015-11-12,1085.05 ,"1,086.26","1,089.60","1,074.66",-0.10%
2015-11-11,1086.14 ,"1,089.85","1,093.69","1,084.04",-0.35%
2015-11-10,1089.91 ,"1,092.01","1,094.90","1,085.45",-0.20%
2015-11-09,1092.10 ,"1,089.94","1,095.88","1,088.34",0.32%
2015-11-06,1088.64 ,"1,103.89","1,110.68","1,085.29",-1.39%
2015-11-05,1103.95 ,"1,107.56","1,111.61","1,102.75",-0.32%
2015-11-04,1107.44 ,"1,117.63","1,122.85","1,106.38",-0.91%
2015-11-03,1117.60 ,"1,133.60","1,138.30","1,114.48",-1.42%
2015-11-02,1133.75 ,"1,141.49","1,143.01","1,132.75",-0.76%
2015-10-30,1142.38 ,"1,148.04","1,150.47","1,139.48",-0.31%
2015-10-29,1145.91 ,"1,156.09","1,162.76","1,144.60",-0.88%
2015-10-28,1156.10 ,"1,166.75","1,182.90","1,152.40",-0.93%
2015-10-27,1166.95 ,"1,162.96","1,168.90","1,160.91",0.32%
2015-10-26,1163.20 ,"1,164.45","1,169.60","1,162.30",-0.09%
2015-10-23,1164.26 ,"1,165.61","1,179.80","1,159.16",-0.15%
2015-10-22,1166.05 ,"1,167.06","1,172.20","1,162.90",-0.09%
2015-10-21,1167.10 ,"1,175.81","1,179.60","1,163.90",-0.77%
2015-10-20,1176.11 ,"1,171.00","1,180.70","1,167.15",0.48%
2015-10-19,1170.45 ,"1,176.00","1,177.90","1,168.25",-0.57%
2015-10-16,1177.20 ,"1,182.21","1,184.50","1,174.25",-0.50%
2015-10-15,1183.11 ,"1,184.10","1,191.04","1,176.37",-0.18%
2015-10-14,1185.19 ,"1,168.59","1,190.38","1,164.05",1.40%
2015-10-13,1168.80 ,"1,163.55","1,169.00","1,151.56",0.41%
2015-10-12,1164.00 ,"1,155.71","1,169.40","1,154.90",0.56%
2015-10-09,1157.53 ,"1,139.10","1,160.20","1,138.80",1.63%
2015-10-08,1138.96 ,"1,145.49","1,151.60","1,136.90",-0.56%
2015-10-07,1145.40 ,"1,146.96","1,153.70","1,141.96",-0.15%
2015-10-06,1147.11 ,"1,135.65","1,151.61","1,135.11",1.00%
2015-10-05,1135.75 ,"1,137.71","1,141.95","1,129.73",-0.21%
2015-10-02,1138.14 ,"1,114.08","1,141.90","1,104.52",2.21%
2015-10-01,1113.55 ,"1,115.14","1,119.29","1,111.13",-0.13%
2015-09-30,1115.00 ,"1,127.46","1,128.20","1,112.00",-1.11%
2015-09-29,1127.46 ,"1,132.25","1,134.90","1,124.35",-0.41%
2015-09-28,1132.05 ,"1,145.80","1,148.30","1,128.10",-1.24%
2015-09-25,1146.24 ,"1,150.97","1,151.18","1,140.84",-0.67%
2015-09-24,1154.01 ,"1,130.61","1,156.70","1,130.45",2.09%
2015-09-23,1130.40 ,"1,124.10","1,134.40","1,121.75",0.50%
2015-09-22,1124.80 ,"1,133.16","1,136.60","1,121.18",-0.75%
2015-09-21,1133.30 ,"1,139.40","1,140.10","1,130.00",-0.54%
2015-09-18,1139.40 ,"1,130.85","1,141.90","1,127.30",0.71%
2015-09-17,1131.40 ,"1,118.89","1,133.40","1,115.40",1.06%
2015-09-16,1119.55 ,"1,105.50","1,124.70","1,103.95",1.28%
2015-09-15,1105.40 ,"1,108.19","1,109.80","1,102.91",-0.31%
2015-09-14,1108.80 ,"1,107.80","1,110.70","1,103.40",0.08%
2015-09-11,1107.90 ,"1,111.56","1,113.40","1,098.75",-0.33%
2015-09-10,1111.55 ,"1,106.81","1,115.30","1,104.00",0.49%
2015-09-09,1106.10 ,"1,121.96","1,125.80","1,101.51",-1.40%
2015-09-08,1121.80 ,"1,119.30","1,126.80","1,118.45",0.21%
2015-09-07,1119.47 ,"1,123.22","1,124.88","1,116.58",-0.31%
2015-09-04,1123.00 ,"1,125.25","1,130.20","1,117.15",-0.20%
2015-09-03,1125.25 ,"1,134.01","1,134.50","1,121.75",-0.78%
2015-09-02,1134.05 ,"1,139.49","1,143.00","1,132.31",-0.53%
2015-09-01,1140.11 ,"1,135.01","1,147.57","1,134.51",0.49%
2015-08-31,1134.50 ,"1,133.25","1,136.80","1,125.96",0.05%
2015-08-28,1133.96 ,"1,125.80","1,141.20","1,123.70",0.73%
2015-08-27,1125.71 ,"1,125.65","1,129.80","1,118.15",0.01%
2015-08-26,1125.55 ,"1,141.15","1,147.00","1,117.75",-1.32%
2015-08-25,1140.65 ,"1,155.45","1,157.20","1,134.90",-1.25%
2015-08-24,1155.05 ,"1,162.35","1,167.90","1,146.75",-0.52%
2015-08-21,1161.05 ,"1,153.91","1,168.80","1,148.85",0.68%
2015-08-20,1153.16 ,"1,133.95","1,154.50","1,132.81",1.65%
2015-08-19,1134.46 ,"1,118.01","1,134.66","1,116.35",1.47%
2015-08-18,1118.01 ,"1,117.91","1,121.60","1,109.55",0.03%
2015-08-17,1117.66 ,"1,114.35","1,123.05","1,113.70",0.32%
2015-08-14,1114.11 ,"1,115.16","1,121.40","1,111.81",-0.08%
2015-08-13,1115.05 ,"1,125.46","1,126.71","1,113.42",-0.91%
2015-08-12,1125.30 ,"1,108.91","1,125.80","1,101.75",1.47%
2015-08-11,1109.01 ,"1,104.41","1,119.40","1,093.65",0.41%
2015-08-10,1104.51 ,"1,094.39","1,109.20","1,089.80",0.94%
2015-08-07,1094.20 ,"1,089.40","1,099.90","1,083.16",0.44%
2015-08-06,1089.41 ,"1,084.90","1,094.30","1,083.60",0.40%
2015-08-05,1085.05 ,"1,087.59","1,092.16","1,082.85",-0.22%
2015-08-04,1087.45 ,"1,086.18","1,095.05","1,081.05",0.09%
2015-08-03,1086.50 ,"1,095.61","1,098.15","1,085.92",-0.84%
2015-07-31,1095.65 ,"1,088.66","1,103.38","1,079.75",0.61%
2015-07-30,1088.99 ,"1,097.76","1,099.82","1,083.36",-0.70%
2015-07-29,1096.69 ,"1,095.48","1,101.85","1,090.21",0.12%
2015-07-28,1095.35 ,"1,094.31","1,099.00","1,091.40",0.08%
2015-07-27,1094.42 ,"1,099.55","1,105.30","1,089.19",-0.43%
2015-07-24,1099.10 ,"1,090.85","1,102.35","1,077.75",0.76%
2015-07-23,1090.80 ,"1,094.50","1,106.00","1,087.01",-0.24%
2015-07-22,1093.45 ,"1,101.06","1,103.56","1,087.39",-0.72%
2015-07-21,1101.41 ,"1,098.55","1,109.87","1,097.05",0.41%
2015-07-20,1096.95 ,"1,133.35","1,133.35","1,088.45",-3.28%
2015-07-17,1134.10 ,"1,145.61","1,146.10","1,131.20",-0.96%
2015-07-16,1145.15 ,"1,148.86","1,149.90","1,142.60",-0.39%
2015-07-15,1149.65 ,"1,155.90","1,156.96","1,143.83",-0.51%
2015-07-14,1155.53 ,"1,158.06","1,159.96","1,153.04",-0.21%
2015-07-13,1158.00 ,"1,163.30","1,164.60","1,151.18",-0.51%
2015-07-10,1163.96 ,"1,159.75","1,165.50","1,157.90",0.37%
2015-07-09,1159.65 ,"1,158.62","1,167.46","1,156.20",0.12%
2015-07-08,1158.28 ,"1,155.18","1,165.03","1,147.18",0.24%
2015-07-07,1155.55 ,"1,170.50","1,170.65","1,148.45",-1.25%
2015-07-06,1170.15 ,"1,173.30","1,175.20","1,163.30",0.19%
2015-07-03,1167.94 ,"1,166.29","1,170.50","1,164.96",0.15%
2015-07-02,1166.15 ,"1,168.80","1,169.11","1,157.25",-0.23%
2015-07-01,1168.80 ,"1,172.70","1,175.30","1,167.43",-0.32%
2015-06-30,1172.60 ,"1,180.06","1,180.80","1,166.75",-0.66%
2015-06-29,1180.36 ,"1,184.96","1,187.32","1,173.99",0.45%
2015-06-26,1175.07 ,"1,173.35","1,179.09","1,168.74",0.15%
2015-06-25,1173.33 ,"1,175.29","1,178.70","1,171.52",-0.16%
2015-06-24,1175.20 ,"1,178.25","1,180.30","1,171.43",-0.27%
2015-06-23,1178.44 ,"1,185.86","1,188.70","1,176.32",-0.59%
2015-06-22,1185.45 ,"1,200.61","1,201.50","1,182.65",-1.25%
2015-06-19,1200.51 ,"1,202.36","1,204.75","1,198.70",-0.08%
2015-06-18,1201.42 ,"1,185.26","1,206.00","1,183.81",1.35%
2015-06-17,1185.45 ,"1,181.90","1,189.40","1,174.48",0.30%
2015-06-16,1181.86 ,"1,186.06","1,188.11","1,176.13",-0.38%
2015-06-15,1186.40 ,"1,181.50","1,190.80","1,173.02",0.47%
2015-06-12,1180.80 ,"1,182.01","1,184.70","1,176.93",-0.13%
2015-06-11,1182.30 ,"1,186.61","1,188.21","1,176.16",-0.35%
2015-06-10,1186.48 ,"1,176.75","1,192.60","1,175.35",0.83%
2015-06-09,1176.70 ,"1,174.36","1,183.40","1,172.75",0.23%
2015-06-08,1173.95 ,"1,169.45","1,178.10","1,169.20",0.17%
2015-06-05,1172.00 ,"1,177.24","1,179.35","1,163.10",-0.36%
2015-06-04,1176.26 ,"1,185.51","1,186.41","1,172.76",-0.78%
2015-06-03,1185.50 ,"1,193.86","1,195.81","1,180.18",-0.66%
2015-06-02,1193.38 ,"1,188.95","1,196.12","1,185.48",0.36%
2015-06-01,1189.15 ,"1,191.00","1,204.81","1,184.60",-0.11%
2015-05-29,1190.50 ,"1,188.65","1,193.81","1,187.08",0.17%
2015-05-28,1188.45 ,"1,188.21","1,192.75","1,181.30",0.03%
2015-05-27,1188.15 ,"1,187.44","1,191.55","1,184.51",0.07%
2015-05-26,1187.30 ,"1,207.30","1,208.00","1,186.10",-1.65%
2015-05-25,1207.17 ,"1,205.12","1,208.97","1,202.92",0.07%
2015-05-22,1206.38 ,"1,206.75","1,215.20","1,201.70",-0.01%
2015-05-21,1206.45 ,"1,210.11","1,212.95","1,201.91",-0.23%
2015-05-20,1209.28 ,"1,208.01","1,213.47","1,203.02",0.15%
2015-05-19,1207.51 ,"1,225.27","1,225.57","1,205.56",-1.49%
2015-05-18,1225.74 ,"1,223.30","1,232.70","1,221.50",0.15%
2015-05-15,1223.85 ,"1,221.76","1,226.75","1,211.55",0.19%
2015-05-14,1221.52 ,"1,215.71","1,227.44","1,212.05",0.48%
2015-05-13,1215.73 ,"1,193.45","1,219.30","1,191.30",1.86%
2015-05-12,1193.50 ,"1,183.80","1,197.00","1,181.05",0.79%
2015-05-11,1184.20 ,"1,188.95","1,192.10","1,179.50",-0.33%
2015-05-08,1188.15 ,"1,184.66","1,193.61","1,182.13",0.28%
2015-05-07,1184.80 ,"1,191.80","1,193.30","1,179.16",-0.59%
2015-05-06,1191.80 ,"1,193.19","1,197.90","1,188.30",-0.13%
2015-05-05,1193.33 ,"1,188.56","1,200.10","1,185.90",0.43%
2015-05-04,1188.25 ,"1,178.95","1,193.45","1,177.88",0.83%
2015-05-01,1178.50 ,"1,184.56","1,185.26","1,170.60",-0.50%
2015-04-30,1184.37 ,"1,205.18","1,207.52","1,177.32",-1.70%
2015-04-29,1204.80 ,"1,212.10","1,213.70","1,201.63",-0.60%
2015-04-28,1212.10 ,"1,202.75","1,215.50","1,199.30",0.84%
2015-04-27,1202.00 ,"1,179.76","1,207.46","1,178.75",1.92%
2015-04-24,1179.38 ,"1,194.16","1,196.51","1,175.24",-1.22%
2015-04-23,1194.00 ,"1,187.56","1,198.40","1,184.05",0.56%
2015-04-22,1187.30 ,"1,202.75","1,205.20","1,185.73",-1.28%
2015-04-21,1202.68 ,"1,196.81","1,204.40","1,193.30",0.52%
2015-04-20,1196.50 ,"1,204.90","1,209.40","1,191.54",-0.68%
2015-04-17,1204.65 ,"1,198.60","1,208.10","1,197.28",0.58%
2015-04-16,1197.65 ,"1,202.45","1,209.60","1,195.06",-0.37%
2015-04-15,1202.05 ,"1,193.21","1,205.35","1,189.38",0.71%
2015-04-14,1193.58 ,"1,199.20","1,202.10","1,184.18",-0.44%
2015-04-13,1198.85 ,"1,207.38","1,209.83","1,196.81",-0.76%
2015-04-10,1208.05 ,"1,194.30","1,211.10","1,193.30",1.09%
2015-04-09,1195.01 ,"1,203.07","1,203.76","1,192.86",-0.65%
2015-04-08,1202.80 ,"1,208.85","1,212.60","1,197.85",-0.48%
2015-04-07,1208.60 ,"1,214.69","1,215.91","1,207.45",-0.50%
2015-04-06,1214.70 ,"1,215.63","1,224.50","1,213.85",0.31%
2015-04-03,1210.90 ,"1,201.74","1,212.74","1,200.11",0.69%
2015-04-02,1202.59 ,"1,204.95","1,208.15","1,195.75",-0.13%
2015-04-01,1204.10 ,"1,183.35","1,209.00","1,180.35",1.74%
2015-03-31,1183.50 ,"1,185.40","1,191.20","1,178.45",-0.23%
2015-03-30,1186.20 ,"1,198.85","1,199.50","1,182.55",-1.09%
2015-03-27,1199.30 ,"1,204.25","1,206.70","1,192.91",-0.42%
2015-03-26,1204.38 ,"1,195.55","1,219.80","1,194.50",0.75%
2015-03-25,1195.45 ,"1,192.90","1,199.90","1,186.65",0.19%
2015-03-24,1193.13 ,"1,189.35","1,195.70","1,185.25",0.32%
2015-03-23,1189.30 ,"1,185.96","1,192.10","1,179.45",0.56%
2015-03-20,1182.68 ,"1,170.70","1,188.30","1,168.55",0.97%
2015-03-19,1171.30 ,"1,167.25","1,177.86","1,160.06",0.35%
2015-03-18,1167.25 ,"1,149.25","1,174.61","1,145.90",1.56%
2015-03-17,1149.30 ,"1,154.55","1,159.85","1,143.61",-0.46%
2015-03-16,1154.59 ,"1,158.50","1,164.46","1,150.60",-0.42%
2015-03-13,1159.48 ,"1,153.90","1,162.55","1,151.80",0.50%
2015-03-12,1153.70 ,"1,154.60","1,166.70","1,148.90",-0.10%
2015-03-11,1154.80 ,"1,162.15","1,165.95","1,147.85",-0.61%
2015-03-10,1161.93 ,"1,167.10","1,171.35","1,156.35",-0.46%
2015-03-09,1167.30 ,"1,168.65","1,176.15","1,166.15",0.01%
2015-03-06,1167.21 ,"1,198.65","1,201.29","1,163.94",-2.62%
2015-03-05,1198.60 ,"1,199.75","1,209.70","1,196.40",-0.10%
2015-03-04,1199.85 ,"1,203.75","1,209.40","1,198.25",-0.33%
2015-03-03,1203.80 ,"1,207.19","1,215.09","1,195.39",-0.27%
2015-03-02,1207.10 ,"1,213.80","1,223.60","1,204.60",-0.50%
2015-02-27,1213.15 ,"1,209.45","1,219.90","1,204.65",0.34%
2015-02-26,1209.05 ,"1,205.16","1,220.75","1,203.95",0.35%
2015-02-25,1204.80 ,"1,199.55","1,212.20","1,199.50",0.41%
2015-02-24,1199.89 ,"1,201.71","1,204.60","1,191.30",-0.17%
2015-02-23,1201.92 ,"1,201.89","1,210.70","1,191.51",-0.04%
2015-02-20,1202.39 ,"1,207.41","1,215.39","1,198.43",-0.42%
2015-02-19,1207.45 ,"1,212.70","1,223.50","1,205.40",-0.46%
2015-02-18,1212.99 ,"1,209.41","1,212.99","1,197.95",0.30%
2015-02-17,1209.40 ,"1,231.05","1,234.15","1,203.70",-1.79%
2015-02-16,1231.47 ,"1,228.58","1,236.88","1,228.01",0.14%
2015-02-13,1229.70 ,"1,222.38","1,235.70","1,221.01",0.59%
2015-02-12,1222.50 ,"1,218.73","1,232.90","1,216.75",0.27%
2015-02-11,1219.16 ,"1,233.75","1,239.30","1,218.26",-1.20%
2015-02-10,1234.00 ,"1,239.55","1,246.00","1,230.70",-0.46%
2015-02-09,1239.68 ,"1,235.18","1,244.35","1,234.54",0.48%
2015-02-06,1233.72 ,"1,264.82","1,269.30","1,228.75",-2.45%
2015-02-05,1264.70 ,"1,269.90","1,274.00","1,256.52",-0.42%
2015-02-04,1270.05 ,"1,260.25","1,272.20","1,256.85",0.78%
2015-02-03,1260.20 ,"1,275.40","1,285.59","1,255.70",-1.19%
2015-02-02,1275.44 ,"1,281.81","1,283.85","1,266.93",-0.63%
2015-01-30,1283.55 ,"1,257.61","1,285.35","1,257.25",2.09%
2015-01-29,1257.25 ,"1,285.35","1,286.25","1,252.61",-2.17%
2015-01-28,1285.10 ,"1,292.35","1,294.55","1,281.50",-0.56%
2015-01-27,1292.35 ,"1,281.08","1,297.77","1,272.58",0.87%
2015-01-26,1281.24 ,"1,293.68","1,299.14","1,276.14",-1.03%
2015-01-23,1294.55 ,"1,301.38","1,302.90","1,284.66",-0.55%
2015-01-22,1301.73 ,"1,293.20","1,306.70","1,279.55",0.64%
2015-01-21,1293.44 ,"1,293.64","1,305.38","1,285.59",-0.04%
2015-01-20,1293.94 ,"1,276.54","1,297.23","1,274.09",1.32%
2015-01-19,1277.08 ,"1,279.67","1,281.63","1,272.22",-0.25%
2015-01-16,1280.30 ,"1,262.05","1,281.99","1,255.37",1.48%
2015-01-15,1261.64 ,"1,229.95","1,266.59","1,226.18",2.58%
2015-01-14,1229.95 ,"1,230.76","1,244.40","1,224.95",-0.08%
2015-01-13,1230.88 ,"1,233.62","1,244.12","1,227.53",-0.22%
2015-01-12,1233.64 ,"1,223.00","1,236.29","1,218.56",0.84%
2015-01-09,1223.40 ,"1,209.65","1,224.00","1,207.45",1.19%
2015-01-08,1208.98 ,"1,210.51","1,216.65","1,204.67",-0.15%
2015-01-07,1210.80 ,"1,219.55","1,219.85","1,209.20",-0.69%
2015-01-06,1219.20 ,"1,204.85","1,223.15","1,201.85",1.22%
2015-01-05,1204.45 ,"1,189.34","1,208.15","1,183.45",1.28%
2015-01-02,1189.18 ,"1,182.70","1,194.60","1,168.75",0.61%
2015-01-01,1181.97 ,"1,183.78","1,184.53","1,181.97",-0.17%
2014-12-31,1183.95 ,"1,200.26","1,204.00","1,179.55",-1.36%
2014-12-30,1200.24 ,"1,183.37","1,210.29","1,180.89",1.45%
2014-12-29,1183.10 ,"1,195.71","1,197.79","1,179.35",-1.03%
2014-12-26,1195.40 ,"1,173.45","1,199.75","1,173.45",1.84%
2014-12-24,1173.80 ,"1,175.70","1,181.80","1,173.05",-0.16%
2014-12-23,1175.68 ,"1,175.03","1,185.49","1,172.59",0.05%
2014-12-22,1175.05 ,"1,195.33","1,202.18","1,170.56",-1.75%
2014-12-19,1195.95 ,"1,198.55","1,202.10","1,193.90",-0.20%
2014-12-18,1198.40 ,"1,188.70","1,213.55","1,188.65",0.82%
2014-12-17,1188.70 ,"1,196.69","1,203.40","1,184.23",-0.66%
2014-12-16,1196.60 ,"1,192.59","1,221.79","1,188.80",0.34%
2014-12-15,1192.60 ,"1,222.25","1,224.24","1,190.97",-2.45%
2014-12-12,1222.60 ,"1,227.99","1,228.38","1,215.98",-0.44%
2014-12-11,1227.95 ,"1,226.75","1,233.20","1,216.30",0.10%
2014-12-10,1226.75 ,"1,230.43","1,238.25","1,224.78",-0.33%
2014-12-09,1230.85 ,"1,203.64","1,238.55","1,199.45",2.30%
2014-12-08,1203.20 ,"1,193.09","1,208.59","1,187.31",0.94%
2014-12-05,1192.05 ,"1,205.70","1,208.20","1,186.50",-1.14%
2014-12-04,1205.78 ,"1,209.70","1,213.70","1,201.53",-0.32%
2014-12-03,1209.64 ,"1,199.01","1,214.95","1,194.65",0.89%
2014-12-02,1199.01 ,"1,210.74","1,213.05","1,192.32",-0.98%
2014-12-01,1210.90 ,"1,167.06","1,221.46","1,143.38",3.73%
2014-11-28,1167.35 ,"1,190.70","1,191.56","1,165.35",-2.05%
2014-11-27,1191.75 ,"1,198.20","1,200.10","1,185.95",-0.51%
2014-11-26,1197.90 ,"1,200.96","1,202.61","1,195.02",-0.27%
2014-11-25,1201.19 ,"1,197.55","1,203.40","1,190.80",0.32%
2014-11-24,1197.40 ,"1,201.53","1,204.24","1,192.85",-0.33%
2014-11-21,1201.40 ,"1,193.78","1,208.01","1,186.95",0.64%
2014-11-20,1193.75 ,"1,183.36","1,197.31","1,176.87",0.88%
2014-11-19,1183.30 ,"1,197.57","1,202.77","1,175.97",-1.19%
2014-11-18,1197.55 ,"1,186.42","1,205.00","1,183.30",0.93%
2014-11-17,1186.55 ,"1,188.75","1,194.26","1,181.62",-0.14%
2014-11-14,1188.25 ,"1,162.09","1,193.74","1,147.04",2.26%
2014-11-13,1161.96 ,"1,160.84","1,168.12","1,154.24",0.09%
2014-11-12,1160.92 ,"1,164.67","1,170.37","1,157.51",-0.33%
2014-11-11,1164.80 ,"1,150.65","1,173.60","1,146.32",1.23%
2014-11-10,1150.60 ,"1,179.41","1,179.41","1,147.45",-2.21%
2014-11-07,1176.65 ,"1,141.20","1,178.99","1,132.25",3.11%
2014-11-06,1141.20 ,"1,141.45","1,149.70","1,138.10",-0.02%
2014-11-05,1141.40 ,"1,168.19","1,169.85","1,137.70",-2.30%
2014-11-04,1168.30 ,"1,165.55","1,174.30","1,164.00",0.25%
2014-11-03,1165.35 ,"1,173.76","1,174.17","1,162.17",-0.77%
2014-10-31,1174.42 ,"1,198.91","1,203.30","1,161.75",-2.04%
2014-10-30,1198.90 ,"1,211.50","1,216.76","1,195.96",-1.06%
2014-10-29,1211.80 ,"1,228.21","1,230.86","1,208.52",-1.35%
2014-10-28,1228.40 ,"1,225.76","1,235.81","1,222.90",0.24%
2014-10-27,1225.40 ,"1,231.50","1,232.26","1,225.06",-0.49%
2014-10-24,1231.46 ,"1,232.59","1,234.70","1,229.10",-0.06%
2014-10-23,1232.15 ,"1,240.85","1,244.96","1,226.43",-0.72%
2014-10-22,1241.03 ,"1,249.57","1,250.08","1,240.66",-0.66%
2014-10-21,1249.30 ,"1,246.99","1,255.60","1,245.40",0.22%
2014-10-20,1246.60 ,"1,238.54","1,248.94","1,234.70",0.68%
2014-10-17,1238.19 ,"1,239.69","1,242.30","1,231.99",-0.07%
2014-10-16,1239.10 ,"1,241.67","1,245.60","1,235.75",-0.16%
2014-10-15,1241.07 ,"1,233.65","1,249.80","1,222.17",0.67%
2014-10-14,1232.75 ,"1,237.08","1,238.30","1,231.25",-0.36%
2014-10-13,1237.15 ,"1,223.54","1,237.65","1,223.34",1.12%
2014-10-10,1223.48 ,"1,224.49","1,225.84","1,217.60",-0.05%
2014-10-09,1224.15 ,"1,221.84","1,233.60","1,219.15",0.20%
2014-10-08,1221.70 ,"1,209.39","1,223.84","1,205.12",1.05%
2014-10-07,1209.00 ,"1,207.15","1,213.06","1,202.91",0.15%
2014-10-06,1207.15 ,"1,191.79","1,209.20","1,183.96",1.34%
2014-10-03,1191.20 ,"1,213.84","1,215.90","1,190.14",-1.84%
2014-10-02,1213.50 ,"1,213.34","1,221.84","1,208.69",-0.01%
2014-10-01,1213.65 ,"1,209.00","1,219.66","1,204.75",0.36%
2014-09-30,1209.24 ,"1,216.24","1,219.96","1,204.90",-0.55%
2014-09-29,1215.95 ,"1,219.20","1,223.76","1,214.78",-0.29%
2014-09-26,1219.51 ,"1,222.59","1,230.50","1,212.54",-0.25%
2014-09-25,1222.62 ,"1,217.02","1,224.88","1,207.03",0.46%
2014-09-24,1217.05 ,"1,222.81","1,226.16","1,215.96",-0.48%
2014-09-23,1222.95 ,"1,215.30","1,235.06","1,214.11",0.65%
2014-09-22,1215.05 ,"1,216.54","1,220.70","1,208.72",-0.12%
2014-09-19,1216.45 ,"1,225.50","1,228.86","1,213.87",-0.73%
2014-09-18,1225.45 ,"1,223.20","1,228.06","1,216.27",0.18%
2014-09-17,1223.25 ,"1,234.95","1,239.46","1,221.67",-0.97%
2014-09-16,1235.20 ,"1,233.10","1,242.16","1,231.92",0.18%
2014-09-15,1233.00 ,"1,228.40","1,238.56","1,225.56",0.36%
2014-09-12,1228.63 ,"1,240.59","1,242.04","1,227.75",-0.98%
2014-09-11,1240.75 ,"1,248.68","1,250.46","1,234.97",-0.64%
2014-09-10,1248.75 ,"1,256.19","1,258.15","1,243.91",-0.59%
2014-09-09,1256.20 ,"1,255.43","1,258.25","1,247.41",0.04%
2014-09-08,1255.70 ,"1,268.75","1,271.85","1,251.50",-1.04%
2014-09-05,1268.85 ,"1,260.96","1,273.71","1,257.16",0.61%
2014-09-04,1261.10 ,"1,268.80","1,276.76","1,260.26",-0.63%
2014-09-03,1269.07 ,"1,266.14","1,271.80","1,261.69",0.25%
2014-09-02,1265.90 ,"1,287.59","1,288.10","1,262.92",-1.66%
2014-09-01,1287.30 ,"1,287.05","1,290.36","1,282.80",-0.02%
2014-08-29,1287.57 ,"1,290.29","1,291.80","1,283.66",-0.19%
2014-08-28,1290.00 ,"1,282.75","1,296.76","1,283.02",0.55%
