날짜,종가,오픈,고가,저가,거래량,변동 %
2021-10-27,3152.05 ,"3,167.14","3,172.17","3,152.00",-,-0.49%
2021-10-26,3167.44 ,"3,159.33","3,180.72","3,159.29",-,0.24%
2021-10-25,3159.88 ,"3,150.76","3,163.14","3,144.34",-,0.28%
2021-10-22,3151.16 ,"3,150.40","3,161.16","3,140.16",-,-0.04%
2021-10-21,3152.33 ,"3,147.95","3,152.33","3,140.38",-,0.15%
2021-10-20,3147.70 ,"3,136.61","3,149.94","3,134.68",-,0.37%
2021-10-19,3136.19 ,"3,115.04","3,136.26","3,114.90",-,0.71%
2021-10-18,3114.01 ,"3,108.62","3,114.88","3,092.42",-,0.15%
2021-10-15,3109.47 ,"3,084.71","3,110.37","3,084.37",-,0.81%
2021-10-14,3084.59 ,"3,040.66","3,085.62","3,040.66",-,1.50%
2021-10-13,3039.01 ,"3,023.04","3,043.46","3,019.78",-,0.47%
2021-10-12,3024.72 ,"3,030.26","3,035.06","3,020.10",-,-0.23%
2021-10-11,3031.57 ,"3,042.60","3,057.69","3,029.57",-,-0.40%
2021-10-08,3043.74 ,"3,046.03","3,055.86","3,040.55",-,-0.09%
2021-10-07,3046.57 ,"3,017.59","3,061.25","3,016.75",-,1.02%
2021-10-06,3015.95 ,"3,016.59","3,019.20","2,978.07",-,-0.01%
2021-10-05,3016.19 ,"2,992.24","3,027.41","2,985.50",-,0.78%
2021-10-04,2992.89 ,"3,024.21","3,026.94","2,981.95",-,-0.99%
2021-10-01,3022.83 ,"3,006.75","3,031.64","2,988.36",-,0.54%
2021-09-30,3006.60 ,"3,027.80","3,041.81","3,006.60",-,-0.73%
2021-09-29,3028.75 ,"3,032.95","3,044.51","3,025.57",-,-0.13%
2021-09-28,3032.70 ,"3,095.52","3,095.57","3,030.01",-,-2.03%
2021-09-27,3095.56 ,"3,104.03","3,108.56","3,090.68",-,-0.26%
2021-09-24,3103.53 ,"3,106.61","3,109.83","3,093.64",-,-0.09%
2021-09-23,3106.42 ,"3,071.50","3,114.02","3,071.38",-,1.04%
2021-09-22,3074.35 ,"3,049.14","3,086.18","3,047.18",-,0.81%
2021-09-21,3049.68 ,"3,044.93","3,070.99","3,041.49",-,0.11%
2021-09-20,3046.20 ,"3,095.74","3,095.74","3,020.61",-,-1.63%
2021-09-17,3096.61 ,"3,123.06","3,128.62","3,093.43",-,-0.83%
2021-09-16,3122.57 ,"3,128.46","3,129.38","3,108.43",-,-0.16%
2021-09-15,3127.71 ,"3,113.16","3,130.65","3,107.80",-,0.37%
2021-09-14,3116.08 ,"3,126.40","3,138.88","3,111.43",-,-0.32%
2021-09-13,3126.10 ,"3,119.75","3,139.85","3,114.46",-,0.13%
2021-09-10,3122.07 ,"3,136.58","3,154.81","3,120.00",-,-0.45%
2021-09-09,3136.04 ,"3,146.63","3,154.99","3,136.04",-,-0.35%
2021-09-08,3146.96 ,"3,157.76","3,160.38","3,136.53",-,-0.38%
2021-09-07,3158.94 ,"3,171.70","3,174.13","3,155.92",-,-0.34%
2021-09-06,3169.64 ,"3,165.01","3,170.85","3,164.54",-,0.18%
2021-09-03,3163.99 ,"3,162.12","3,167.17","3,154.95",-,0.08%
2021-09-02,3161.46 ,"3,150.63","3,164.34","3,149.33",-,0.31%
2021-09-01,3151.66 ,"3,141.95","3,160.60","3,141.16",-,0.33%
2021-08-31,3141.35 ,"3,145.48","3,151.34","3,139.52",-,-0.17%
2021-08-30,3146.63 ,"3,136.41","3,150.82","3,135.69",-,0.41%
2021-08-27,3133.67 ,"3,108.80","3,136.85","3,107.25",-,0.75%
2021-08-26,3110.27 ,"3,127.85","3,127.98","3,109.18",-,-0.50%
2021-08-25,3125.83 ,"3,121.47","3,129.74","3,119.57",-,0.12%
2021-08-24,3122.00 ,"3,114.11","3,124.56","3,114.04",-,0.30%
2021-08-23,3112.57 ,"3,082.83","3,117.60","3,082.83",-,1.06%
2021-08-20,3080.02 ,"3,061.97","3,082.38","3,057.18",-,0.55%
2021-08-19,3063.22 ,"3,075.83","3,076.04","3,047.60",-,-0.48%
2021-08-18,3078.01 ,"3,099.55","3,103.10","3,077.05",-,-0.71%
2021-08-17,3100.12 ,"3,121.79","3,122.06","3,084.90",-,-0.70%
2021-08-16,3121.99 ,"3,124.70","3,124.88","3,099.81",-,-0.10%
2021-08-13,3125.12 ,"3,115.97","3,126.19","3,115.38",-,0.30%
2021-08-12,3115.74 ,"3,110.84","3,115.95","3,103.13",-,0.19%
2021-08-11,3109.97 ,"3,100.30","3,112.30","3,100.22",-,0.34%
2021-08-10,3099.49 ,"3,097.11","3,105.24","3,096.56",-,0.08%
2021-08-09,3097.06 ,"3,097.64","3,100.56","3,093.20",-,-0.03%
2021-08-06,3098.06 ,"3,101.28","3,104.41","3,094.82",-,-0.13%
2021-08-05,3102.23 ,"3,085.18","3,102.23","3,085.18",-,0.53%
2021-08-04,3085.83 ,"3,093.42","3,096.86","3,083.53",-,-0.22%
2021-08-03,3092.51 ,"3,075.28","3,093.31","3,067.54",-,0.50%
2021-08-02,3077.11 ,"3,071.08","3,091.26","3,070.87",-,0.26%
2021-07-30,3069.25 ,"3,089.79","3,089.99","3,066.11",-,-0.67%
2021-07-29,3089.82 ,"3,073.87","3,095.57","3,073.68",-,0.66%
2021-07-28,3069.49 ,"3,067.07","3,078.92","3,062.13",-,0.02%
2021-07-27,3068.87 ,"3,081.26","3,082.45","3,054.54",-,-0.37%
2021-07-26,3080.40 ,"3,075.01","3,080.40","3,071.20",-,0.26%
2021-07-23,3072.38 ,"3,046.02","3,074.67","3,044.40",-,0.85%
2021-07-22,3046.60 ,"3,037.94","3,047.33","3,036.56",-,0.33%
2021-07-21,3036.73 ,"3,009.46","3,038.36","3,007.87",-,1.03%
2021-07-20,3005.86 ,"2,972.88","3,014.25","2,970.08",-,1.02%
2021-07-19,2975.55 ,"3,022.42","3,022.60","2,962.62",-,-1.62%
2021-07-16,3024.65 ,"3,041.70","3,048.85","3,021.73",-,-0.62%
2021-07-15,3043.52 ,"3,058.78","3,059.00","3,032.35",-,-0.49%
2021-07-14,3058.59 ,"3,055.24","3,070.84","3,053.90",-,-0.02%
2021-07-13,3059.28 ,"3,068.85","3,070.78","3,055.48",-,-0.29%
2021-07-12,3068.27 ,"3,055.72","3,068.27","3,055.72",-,0.50%
2021-07-09,3053.12 ,"3,019.89","3,055.26","3,015.49",-,1.02%
