,0,1,2,3,4,5,6,7,8,9
30,-0.46452683,0.15699615,0.659819,-0.53458977,-1.3912089,0.42028356,0.37477508,-0.21822882,-0.5789653,0.5576008
31,-0.38904688,0.18835944,0.6657311,-0.13347234,-0.29819843,0.8876697,-0.4788722,-0.17311876,-0.9583587,0.032941215
32,-0.0712185,-0.23490956,0.57103676,-1.7317244,-0.38781813,0.717004,0.7254918,-0.7120206,-0.8328658,0.6241115
33,-0.3877194,0.18961394,0.7260523,-0.8760643,-0.13634065,0.7439697,-0.43952498,-0.72012985,-0.7416139,0.4274463
34,-0.39602768,0.5209997,2.1970263,-1.769739,-0.6311657,1.6440301,0.25948623,-1.2314589,-0.8345631,1.5962877
35,-0.027830547,0.011762366,1.0202463,-1.5318066,-1.4348638,0.32037315,1.5022825,0.35623834,-0.5823816,1.5254363
36,-1.2640057,-1.88562,-0.81433994,-0.7907456,-1.1652074,0.1650885,2.465503,-0.28900787,0.3782105,-1.3207151
37,0.22197402,-1.1003366,2.4937997,-0.7911647,-1.3106458,1.3395023,-2.7454743,-1.5018264,-2.0146036,-0.4041782
38,-0.30838287,1.1038951,-0.6377246,-0.8195182,-2.5359418,2.1846974,1.9703319,1.4745289,-2.9799051,-1.7414091
39,-0.1867904,-1.3275131,1.7274699,-1.2521904,-0.33484277,1.2771902,-0.71790165,-0.91816187,-0.6107473,-0.24587114
40,-0.83730227,-0.8332063,2.7638612,-0.5499877,-1.3504637,1.5168124,-1.7823154,-1.4930217,-1.4316481,-0.20959745
41,-1.6459261,-2.0855253,-0.73970604,-0.8772093,-0.30682114,-0.27653304,2.0601242,-0.9645815,0.76142675,-1.3293006
42,-0.81382793,-0.13427879,1.9352425,-0.9803547,-1.3956188,1.4695209,-0.18360321,-0.8351217,-0.97326505,-2.607612
43,-1.2024543,0.060449466,1.5954034,-2.5332067,-2.8595912,2.676599,0.67436355,-0.7186363,-1.0207862,-2.428272
44,-3.6582541,1.1060985,-0.81994313,-1.6667461,-2.0702379,-0.66231364,-0.22324161,0.93943185,-2.7236936,-2.0416613
45,-0.8408524,0.24434929,-0.0132966135,-1.4913198,-1.2315228,1.5609207,0.35495737,0.41047165,-1.4152426,-2.6123993
46,-0.792194,-1.4329474,2.2135344,-2.0483088,-1.0950441,1.4474033,-1.3615873,-0.943344,-0.7156656,-0.8081433
47,-0.3074845,1.4794871,0.0077036824,0.6014859,-4.4711356,1.7124681,0.66721976,1.8994317,-5.267452,-0.024684003
48,0.70640874,-1.5747136,3.586716,-0.47479412,-1.2551131,1.6369253,-1.4750282,-1.3635458,-0.93966955,-0.04504519
49,1.1213871,-1.1572692,2.5173998,-0.82682276,-1.8917222,2.0160098,-1.1407975,-0.5209412,-1.4096903,0.16029431
50,-2.998906,0.8584051,1.1438012,-1.0896741,-1.5029594,1.8767663,0.24447651,-2.8299906,-1.9109676,2.974891
51,0.12021696,0.27722764,-0.78136337,-0.67014414,-4.1394005,1.1225384,1.0475599,1.8332129,-3.053506,0.23013993
52,-0.86647326,-0.41030008,1.1974767,-0.528093,-2.0271437,2.1865475,-2.5327306,-0.5491291,0.5409884,0.44282454
53,-2.252169,-1.9300061,4.061748,-1.6996031,0.7700488,1.4757444,-5.302026,-3.9974964,-0.6431338,-0.834234
54,-0.7826314,0.59637856,2.2770154,-0.47312507,-3.419757,1.6398798,-0.609244,-0.33245662,-1.7500569,-2.4465358
55,-0.3290463,0.8603391,0.39652333,-0.40041038,-3.8919232,2.5945883,1.1645677,1.7076367,-2.9983425,1.5021199
56,-0.04786957,-0.66122395,1.7559642,-0.43199036,-1.6635894,1.8374137,-0.33677307,-0.8540903,-1.5671762,-1.014014
57,-0.1504429,2.4648309,1.7901393,-0.66875297,-4.680496,3.9823062,0.16570185,1.4134452,-1.4468518,-0.2871241
58,0.383869,-0.58908796,1.3004951,-0.61820465,-1.447558,1.7390257,-0.7527619,-0.005859632,-1.3647543,-0.784592
59,-0.43502933,0.18046199,0.34272835,-0.7105227,-1.4814433,1.3377528,-0.19413926,0.48409155,-2.179322,-1.8719199
60,-0.7393346,-0.671643,-0.21211539,-1.0258497,-3.0696764,1.090619,0.9589525,1.446251,-2.0964093,-0.15046279
61,-2.7901926,-1.4527494,6.96236,-2.266658,-2.6444118,3.064581,-2.6336486,-1.4935184,-1.4781581,0.28542227
62,0.7266316,0.080526695,1.9550365,-0.9192602,-3.2883575,1.6594775,-0.021462431,-0.10705669,-1.2761017,0.88561815
63,1.5441998,-0.13855602,3.1391144,-2.1493256,-5.792801,3.191507,-1.3326732,-0.091012016,-0.8180899,2.0304656
64,-1.0035515,0.89301914,2.2838097,-1.2798678,-3.602445,2.0413687,-0.59418553,-0.5925233,-1.8171865,-2.6439638
65,0.08367061,-0.941943,2.1888933,0.25463578,-1.5992246,1.531709,-0.79649305,-0.87198496,-1.2245246,0.17641576
66,0.79952306,-1.1217228,2.260127,-1.3470014,-2.4605021,1.6815447,-1.634256,-0.7902603,-1.9034616,-0.022171786
67,0.96347433,-0.3500262,2.1896772,-1.4487406,-2.9115891,2.5270936,-1.5394815,-0.07196851,-1.331952,1.0607727
68,0.04150098,-0.5358179,0.80247825,-0.24296881,-1.7902226,1.0263878,-0.56227547,0.22154908,-0.7042903,0.2244956
69,0.62138224,2.1261919,0.06040039,1.4345458,-3.2174275,0.38297805,0.52480775,2.355269,-2.4220564,-0.4460484
70,-4.0581117,-1.822878,1.9063491,-1.5713748,0.16867782,1.9298186,0.87695414,-1.015658,-2.7725525,-3.2420957
71,-0.92157245,-1.8266133,1.9955605,0.10415529,-1.4585674,2.1220162,-0.8564689,-0.8849478,0.97883886,-2.2234766
72,-2.5635557,-3.5359457,1.6217054,0.69633925,-2.777681,1.3974367,1.8116721,0.1524073,-1.6568711,-1.0744371
73,-1.295801,-2.8056767,0.8345243,-0.09041391,-1.5259697,3.6114666,0.38437682,-1.4473913,-0.9531318,-1.5402472
74,0.97799104,-3.245537,-0.2184621,-1.2904133,-1.4840877,1.4190016,-1.5106667,1.3859895,0.09502943,-2.0594945
75,-3.3371031,-0.6704166,0.25599584,0.70288175,-2.3199213,1.6005083,2.9374826,0.83395547,-1.9330719,-2.517066
76,-0.6395261,-0.59226483,-0.008631328,-1.2835155,-1.4559,1.6682414,1.8908412,-0.46740586,-0.7945348,-2.2695067
77,-2.6032214,-0.33528608,3.8812418,-0.30381832,-0.8289235,0.80686706,-2.280556,-2.7175562,-0.8694545,-0.9108198
78,-1.8702245,-1.1122544,1.6740478,-0.4392511,-2.1663828,2.2491093,-0.13632886,-0.34322062,-1.149042,-2.98116
79,-1.9437829,-1.4595286,1.6652117,-2.0270278,-0.9934168,1.7716249,0.33273417,-0.676988,-1.7845765,-1.2974918
80,-1.1459782,-1.0586525,2.3325806,-1.7691567,-0.13556607,1.7924798,0.48161843,-2.4875321,-1.6972765,-1.0530491
81,-2.4528031,-1.7985603,1.3862348,0.94560814,-3.2342336,3.6253958,3.9435644,-0.90614766,-0.8061505,-3.1450794
82,-4.4968357,-3.0008986,0.28032652,-0.60305274,-3.5117462,2.0364432,3.4692686,-1.655135,-0.8089645,1.4852281
83,-4.9634423,-1.3816367,1.9925746,-2.5676057,-2.3380167,5.081858,-2.0305226,-4.156192,-1.7511199,-3.1916692
84,-1.3002565,-1.1192216,-1.3647605,-1.8110908,-2.174603,0.6340489,1.6520016,0.58508575,-2.4334173,-0.055276148
85,-1.6440815,0.15443464,3.1141155,-1.5785018,-0.13565467,1.6363262,-0.864343,-0.80928326,-2.1713917,-2.747851
86,-1.48594,-0.8420342,3.0927627,-2.3365107,-0.76386535,1.2193339,-0.07765379,-0.4208658,-2.049565,-1.6935335
87,-1.1748469,-0.22497983,-0.005832175,-0.93534696,-1.0446937,1.0335109,-1.1357572,-1.8646009,-2.2968824,-2.669473
88,-3.1195598,-1.1189604,-0.80372244,-0.36552605,-2.267294,1.9155747,1.9239482,-1.0278057,-1.8620425,1.0718522
89,-1.8038,-1.1471697,1.1694142,-2.1647263,-2.4787135,0.8713369,-0.4956338,-0.82806027,-2.0806766,-0.25671357
90,-4.6457744,-0.54215497,0.3327774,-1.4171339,-1.1444739,2.357862,-0.58684975,1.0252748,-4.2599597,-3.1876426
91,-0.9827752,-1.0481402,2.3408582,-1.4333967,-0.21506567,2.097237,-1.3771576,-0.74258566,-1.9624175,-1.9922507
92,-4.155818,-0.8763181,0.40666178,-2.224044,-1.5733278,2.1026769,-1.6803538,-1.6656686,-1.6984466,-3.7732875
93,-1.1439071,-0.4355579,1.1709332,-0.94590956,-1.5032356,1.1788379,-0.8112898,-0.4366679,-1.8466182,-1.8009992
94,0.14297001,1.6269561,0.04625442,-0.7781348,-2.0731447,0.8883958,0.26713175,2.1578376,-1.9215766,-0.909166
95,-4.489499,-1.4429859,0.0033453908,-2.4523857,-1.8148464,1.9746497,-1.7638078,-1.7561724,-1.6299981,-3.9320948
96,-2.4803758,-2.1203823,0.41632402,0.40604606,-2.1595755,2.3866715,4.4594913,-0.37444142,0.29812488,-0.8533115
97,-3.7101986,-0.8257772,-0.034986354,-2.1877656,-1.5246152,0.354322,-0.64599323,2.235875,-3.4060574,-2.2531023
98,-0.7456296,-0.5451132,0.73965573,-0.4896916,-2.1403983,-0.72438294,2.286313,2.010512,-1.9935762,-0.48859572
99,0.07687157,-0.06446017,0.6833062,-0.29221445,-0.54278475,0.85201544,-0.09803625,0.23197557,-1.1042324,-1.7356335
100,-0.22575441,0.0036821812,0.83058494,0.3876051,-0.5802174,0.9259313,-0.2500347,1.1653122,-0.59990525,-0.55203515
101,0.22313839,0.32157516,0.6821507,-0.03446999,-0.37584916,1.5637468,0.6568191,0.13285229,-1.1742476,-0.66770035
102,-0.2693093,-0.01282993,0.3920739,0.21997233,-0.3615091,0.8259779,1.2256974,0.15084459,-1.3318244,0.05676607
103,-1.3683294,0.44007707,0.8025651,-0.15896885,-0.20598577,1.3691365,1.1216532,-0.6189642,-0.597609,-0.19307487
104,-0.66012245,0.31329322,1.8459448,-1.8245064,-1.1564852,2.0425491,1.3936363,-0.14244276,-0.7070069,1.5272088
105,0.49058664,-0.37967026,1.0789201,0.44616845,-0.47647008,0.8703657,-0.15098174,-0.21713921,-1.2642647,-0.85647076
106,-0.36288136,0.19600941,0.23517804,-0.0053705685,-0.33430073,1.1870145,1.3307798,0.13711847,-1.9193591,0.16773076
107,0.22205561,0.3517893,0.69000083,0.03373711,-0.42344916,1.5237322,0.6442204,0.14086819,-1.1994638,-0.6816993
108,-1.3744514,0.5901122,0.80083376,-0.111322924,-0.1046357,1.5358227,1.1540334,-1.0526087,-0.5304286,-0.15999548
109,-0.035930283,0.2916513,1.0936661,0.79243994,-0.3196443,1.6949934,0.37435815,0.016948264,-1.5089096,-1.1458911
110,-0.85838276,-0.25004953,0.30617514,-0.07086088,-0.16919257,1.0422052,0.17435311,0.21583842,-0.37879023,-0.6934937
111,0.04682409,1.6050805,1.341913,-0.4045184,0.18377678,1.7534109,0.19025926,0.14621758,-1.4982787,-0.37253594
112,-0.4283739,0.00534831,0.33670062,-0.5658009,-0.4433631,0.9358344,0.7387149,0.16534315,-0.39447913,-0.32281536
113,0.297063,0.19775252,1.0753374,0.6222515,-0.6857558,0.9680313,0.26368436,0.24594493,-0.33833057,-0.7292194
114,-0.8886565,-0.15794073,1.2190295,0.11417167,-0.19176681,1.8200687,0.9578264,-1.1203864,-0.49769682,-0.8821283
115,0.006298477,0.3285011,1.2947208,-0.27279145,-0.9435024,1.6759294,0.2803163,-0.1383841,-0.5443309,-0.25243598
116,-0.31869894,0.07693295,0.51053345,0.20222604,-0.607025,1.38897,0.5271378,0.47218803,-0.36099604,-0.49140388
117,0.022858614,-0.18076117,0.62404495,-0.12640868,-0.47734296,0.94675535,-0.056805335,0.15981533,-0.9930706,-1.6109345
118,0.07832753,0.27290946,2.1332772,-0.65069467,-0.6633117,1.3883888,-1.097351,-0.1984859,-0.54305357,-0.08511927
119,0.5215652,-0.3866797,1.2013339,0.462314,-0.4751362,0.8969111,-0.18550108,-0.12230821,-1.3071767,-0.97376895
120,0.06444084,0.33184725,0.99471587,-0.037244957,-0.65049523,0.6074668,0.11500787,0.6250715,-0.28409246,-0.73753136
121,0.8217041,-0.054118827,0.9480359,0.08452609,-1.1270069,0.85301965,0.71049494,-0.09251134,-0.70200497,-0.07810084
122,-0.0095124,0.07862227,1.9886763,0.4427593,-0.15770043,1.6128116,-1.4643433,0.16988361,-0.16271466,-0.83741355
123,-0.39507714,-0.10002081,1.3060669,-0.08477102,-0.7807413,1.6242145,-0.8237479,-0.009935845,-0.6399246,0.9700708
124,-1.2535608,0.45126128,0.87670827,-0.21694131,-0.19035943,1.3778969,1.2286359,-0.78338575,-0.7777159,-0.14932747
125,0.5445429,0.12660661,1.0487934,0.15393706,-0.45630497,1.0166725,-0.86340326,0.2243801,-0.17884956,0.23421194
126,1.4718213,-0.28523868,1.9571191,-0.16639523,-1.7493885,0.96942747,0.6282972,0.06404334,-0.6820706,-0.14677043
127,-0.18309045,0.009689197,2.196812,-0.9599966,-0.97352034,1.46497,-1.4299384,-0.14856374,-0.22537018,0.36997455
128,-1.2080555,0.99270445,0.284794,-1.2202933,-1.0009686,-0.21446684,0.8333766,0.4422989,-0.34130335,-0.5810454
129,0.10740342,0.484407,1.0943521,-0.425265,-0.8613395,1.1830794,0.008155735,0.104700625,-0.22551562,-0.08179789
130,0.38177115,-0.38060415,0.6309264,-0.06652896,-1.220175,1.0377291,0.8015759,0.48412833,-0.5762687,-0.4483444
131,-0.2820003,0.73133004,1.6726006,0.07692571,-0.42435786,1.4646271,0.4702487,0.043815862,-0.3797715,-0.1917471
132,-0.66446054,0.24205624,-0.25673893,-1.5054282,-2.8196461,0.087520145,1.0217959,1.1010962,-0.51427263,0.45362836
133,-0.8480767,-0.31728446,1.4034578,-0.43123212,-0.07311447,1.4688519,-0.912437,0.012401041,-0.32308924,-0.6295523
134,0.25910497,-0.6051637,0.36967298,-0.16416188,-1.4222183,0.39334035,1.0850916,0.23251475,-0.9426653,0.69675845
135,-0.44932413,0.32229012,2.08778,-0.26584944,-2.036355,1.8682827,-0.52624875,0.07915878,-1.2786012,0.058092006
136,0.5435757,-0.090222076,0.95287573,-0.8795253,-1.7334116,1.4138371,-0.6517019,-0.3148407,-0.038703572,1.5754277
137,0.21928146,0.20530449,-0.6902985,-1.1095062,-1.9353868,1.5589306,1.6127638,1.7465599,-1.5691966,-0.72064877
138,-1.625777,-0.13492168,0.83712643,-2.438271,-0.35847574,1.2886306,-0.35242668,0.22654314,-0.94432783,-0.3165234
139,0.18261018,0.4890141,0.85653764,0.09561093,-1.0500277,0.8695422,-0.18506962,0.31504697,-0.057553988,-0.72249377
140,0.119789146,0.5084367,-0.42091325,-0.6779055,-1.926018,1.3980074,1.7055365,1.2435651,-1.1980307,-0.6174781
141,-0.3521438,-0.1811196,0.6272954,-0.002738636,-0.23860185,0.9523486,-0.112104885,1.0251162,-1.2954117,-1.3925169
142,0.032333426,0.2055315,1.0601991,0.7823857,-0.23664932,1.4798756,0.23085614,0.11430757,-1.3144637,-1.0348313
143,-0.13443878,-0.06200452,0.80470526,0.036887128,-0.62531155,1.0831176,0.09202544,0.99418235,-0.09100214,-0.800114
144,0.07392984,-0.0135561675,1.1449761,-0.80962765,-1.3086705,0.7137598,-0.100963674,-0.046864804,0.103881285,-0.06547617
145,0.13728437,0.26081008,0.9321991,0.21980293,-1.1671879,1.1432626,0.023104118,0.4982104,0.36048242,-0.31611764
146,-0.3074085,0.04504524,2.00006,-0.5521093,-0.69886893,1.2141613,-1.2069036,-0.18257518,-0.46932495,0.049559243
147,-0.010117417,0.004854366,0.75449145,0.28832635,-1.0734355,0.67698944,0.6131642,0.2460096,-0.44431573,-0.69748
148,0.37854785,0.30993277,1.7173245,-0.7408109,-0.50946367,1.5377328,-2.009853,-0.22909956,-0.6703113,0.113269724
149,-0.10210002,0.3622005,0.8212211,0.35721108,-0.44747657,1.3199366,0.5164527,0.2878851,-1.1563402,-0.9968447
150,-0.32554746,0.33962232,2.086048,-0.31572494,-2.0421255,1.9708323,-0.5390007,0.040718798,-1.3585223,-0.09749072
151,0.196985,0.1833037,1.2493893,-0.98042834,-0.52435964,1.1875156,-0.86511904,-0.06250876,-0.39077318,0.48998567
152,-0.17429125,0.95782423,1.2850434,-0.6715611,-0.94901544,0.57954663,0.05205626,0.47933707,0.2302502,-0.21510111
153,-0.9328866,-0.060846522,1.5505735,-0.71660346,-0.61378616,1.8600104,-0.964636,-0.5581005,-0.938193,-0.24624075
154,1.1121781,-0.47996604,1.740232,0.03907432,-1.5882951,1.0284392,0.5608601,0.01795439,-0.7969087,-0.10219207
155,-0.70025945,-0.39950275,1.447476,-0.92354184,-0.84317225,1.1328155,-0.64892787,0.025398295,-0.43821993,-0.811145
156,-1.1778979,0.081260905,1.4643599,-1.5005227,-0.22181924,1.550585,-0.59274715,-0.42062438,-0.6865197,-0.22519235
157,-1.2150053,1.2983828,1.7573432,-0.281747,-0.24343462,2.1699326,-0.04509566,0.73118293,-0.26432762,-0.4444297
158,0.23486406,-0.36879557,0.601808,0.31078115,-0.44869992,1.0761373,0.08941364,0.0741175,-0.6938035,-0.964598
159,-0.894817,1.0041438,2.6871424,-2.567331,0.21591787,2.375693,-0.3993871,-1.767045,-0.2552481,1.3498366
160,-2.5246263,-0.14867349,1.2383336,-3.1851103,-3.5045593,0.8082363,1.0426253,-0.5927634,-3.6178684,2.2728064
161,-0.6229521,-0.33576488,3.4769306,-3.1371112,-0.0047483034,1.8450559,1.2435182,-0.33972594,-1.5795645,1.723266
162,-2.6190004,0.9822858,1.3057108,-3.2298496,-1.2808454,0.8677306,0.34012952,-1.0930121,-0.39405015,1.2586591
163,-0.5092826,-0.2878914,3.710157,-1.9541639,-2.4953616,1.6062541,-0.9054695,-0.44583103,-0.22494505,1.5338168
164,-2.5148926,0.24789847,3.2726622,-2.7376416,-2.7499182,3.3401756,-0.06383952,-1.6985631,-0.4043291,1.726336
165,-0.13445348,0.6526966,1.9831312,-1.6479733,-0.09362616,1.7780037,-0.7220529,-0.99155104,-1.2288331,1.4003413
166,-1.3073418,-0.32305485,3.116823,-1.7065884,-1.0510732,1.4738969,-0.01994135,-0.54671603,-0.25197074,1.1837599
167,-0.55809355,-0.37656254,2.5215595,-1.967502,-1.6667936,1.3633437,-0.040635042,-1.6265414,-0.32211927,1.7145284
168,-1.972576,-0.4197989,2.1416142,-2.4668088,-0.51220304,1.6591412,0.4065608,-1.0023549,-0.3310891,3.1952684
169,0.5841102,-0.6961298,3.9192755,-1.8360564,-1.2814049,1.7892582,-1.2738281,-1.019423,-0.14173023,0.5394652
170,-0.7045114,0.594074,2.0282037,-2.4416902,-1.5034719,1.3933841,-1.591179,-1.1217614,-0.85559005,1.4640412
171,-1.3054446,-0.027404383,4.5969305,-0.933993,-2.6952329,2.283333,-1.2642789,-2.5961845,-1.4466869,1.8947777
172,-1.2304467,0.7221918,5.296823,-1.0932364,-2.6729114,1.9073412,0.31766933,-2.451638,-0.86119884,2.8880823
173,-1.4305799,-0.43069035,2.7449608,-2.3507438,-2.6768808,1.2882307,0.28034952,-0.71672344,-1.0219721,2.091278
174,-0.2398842,-0.71576,2.791691,-3.290963,0.44911256,1.6818429,0.4815437,-1.5454075,-1.4358102,1.1271482
175,-0.31286156,0.85086125,2.994536,-3.0516994,-1.434072,2.293799,-0.8837306,-1.0330801,-0.7492154,2.5650117
176,-0.7050712,0.14628364,3.328275,-2.9389133,-0.14707668,2.7166936,-0.71798486,-1.931653,-1.0051745,1.3858215
177,-3.5909467,-1.5139285,0.32146874,-1.2455925,-4.1143417,1.4687344,0.9153467,1.4810784,-1.0307426,1.4026513
178,-0.3938942,-0.85945964,2.678804,-2.2312343,-1.2923962,1.6177042,0.32815692,0.0012188964,-0.9241869,1.2437453
179,-1.7071223,0.54174197,3.4780033,-2.8826416,-2.9104424,1.0502962,-0.37748376,-2.395603,-0.50406975,1.9509041
180,-0.31136993,0.33186406,2.2484763,-2.8354795,-1.8574965,1.5341618,0.62917906,-1.3335909,-1.2062699,1.6525829
181,-1.9584161,1.2038732,1.2213426,-2.405326,-1.5865024,0.89237267,0.0023559127,-1.1814249,-0.42730966,0.97641546
182,-1.1170936,-0.48417747,2.743589,-2.0724192,-0.32172564,1.8759927,0.15780215,-0.837905,-1.6511164,0.77436954
183,0.18890697,0.30571836,1.0594798,-0.8514551,-0.11497976,0.8943562,1.9021852,-0.64301664,0.14751196,0.12606445
184,-0.83623505,0.11092113,0.51345825,-0.37249592,-1.4583027,2.1965675,2.751848,-0.5175274,-1.8552779,0.6051769
185,-2.6333761,0.30332077,3.4135177,-0.79445684,-3.4683497,3.2048588,1.6846207,0.039094906,-2.1603432,-0.84911704
186,-0.07406915,0.2532807,1.1067208,-0.8637638,-1.0081278,1.6891716,1.1456012,-0.8074875,-0.3375809,1.4497263
187,-1.1710479,0.85401475,2.6794324,-1.4805443,-0.5213806,1.4354333,1.4058983,-0.70379514,0.43325394,0.73653376
188,-1.7741685,1.2709427,1.2319118,-0.8578292,-1.3830329,2.5768344,1.1714355,-0.44843522,-2.4663017,0.045515426
189,-1.7268883,-1.0087514,2.2333925,-2.5270412,-4.7467566,1.1566954,5.708657,0.17042397,-0.23706,1.3730447
190,-1.0785894,0.37201804,1.4073793,-0.7699031,-2.9996028,0.31508645,4.6308837,-0.36093095,-0.27823076,2.9110029
191,-1.336687,-0.06781338,2.2745798,-1.0035812,-1.4473901,1.8908747,1.4204062,-0.28885946,-1.2151425,-0.8849762
192,-2.1172314,2.0728898,2.213756,-1.392961,-3.8746092,1.4600683,1.9070774,0.25130424,0.91328186,0.52789843
193,-1.3965285,0.26589298,3.1142197,-0.8887259,-2.9929075,2.489378,1.8804116,0.4326093,-2.5868943,-0.47168136
194,-0.9247948,0.178169,0.27412724,-0.18296944,-1.637425,2.0891187,3.1166544,-0.54452705,-1.9093028,0.6218682
195,-1.9151963,0.57249725,1.9110479,-1.343433,-4.5790915,2.3048964,3.9887714,0.38417348,-1.4609083,1.7016608
196,-0.9408151,0.74886745,1.2503626,-1.3959559,-1.2425425,1.1967903,0.17739426,-0.1991538,-0.3482956,-0.08903538
197,-1.6634492,1.214765,1.7056502,-0.93754184,-0.89492005,2.8197312,1.9465919,-0.30731463,-1.9678581,0.10872794
198,-0.7148594,0.23764656,1.6615955,-0.56857,-0.18957736,0.9475543,1.1946776,-0.34657744,-0.4185938,-0.39006785
199,-2.0018334,0.8729409,2.3600264,-1.3888873,-4.0679393,1.1238242,4.4685087,0.36530414,0.80663043,2.4534936
200,-1.5512226,0.8451464,1.018026,-0.49938414,-2.3550045,1.3248302,2.7830095,-0.39031717,0.33893156,1.607861
201,-0.97120583,0.25830668,1.3593886,-1.1729251,-0.7981997,1.8001757,0.3095279,-1.1499462,-0.94152755,0.44755018
202,-0.7344928,0.39463484,1.3909361,-0.5000856,-0.19602574,0.83347493,0.9511934,-0.364217,-0.33310366,-0.38385358
203,0.18189621,0.7086419,1.9370227,-1.661966,-3.5046718,2.6469874,2.0296204,-0.91414803,0.13249873,1.4244652
204,-1.0218023,0.28060263,0.6328962,-0.44733664,-1.552424,1.3166063,1.1123973,-1.5418487,-0.5591349,0.9946287
205,-3.4877243,2.0237875,2.334807,-1.2288777,-4.9805336,0.4447998,2.586545,0.38431135,-0.29366794,0.72562426
206,-0.64483416,1.1536247,1.9368231,-0.9649881,-1.6055504,1.8202327,1.9336616,-0.6436769,-0.20319204,0.30052343
207,-2.1144993,2.2646554,1.5070468,-1.3067633,-2.3572714,1.042219,2.8104842,0.115610465,0.15739645,1.0261319
208,-1.1694224,0.7811873,1.3352221,-0.5931437,-0.93152934,1.2769204,1.7192993,-0.3605001,0.054346938,1.0133902
